,MapNumber,Score,matchedTittle,movieTittle,,,,,
833,116,100,The Birth of a Nation,The Birth of a NationåÊ,,,,,1
834,14203,100,The Work and the Story,The Work and the StoryåÊ,,,,,1
835,11180,75,Eraser,EraserheadåÊ,,,,,0
836,8184,100,Penitentiary II,PenitentiaryåÊ,,,,,1
837,12555,88,"Dude, Where's My Car?","Dude, Where's My Dog?!åÊ",,,,,1
838,11518,100,The Game,Indie Game: The MovieåÊ,,,,,1
839,10642,82,Disclosure,ClosureåÊ,,,,,1
840,5302,86,A Secret,Open SecretåÊ,,,,,1
841,1517,73,Earth to Echo,Echo Dr.åÊ,,,,,0
842,5206,100,The Visitor,The Night VisitoråÊ,,,,,1
843,1853,100,The Past is a Grotesque Animal,The Past is a Grotesque AnimalåÊ,,,,,1
844,478,100,The Land,"Peace, Propaganda & the Promised LandåÊ",,,,,1
845,6353,71,The Queen,Queen CrabåÊ,,,,,0
846,854,67,The 33,The Brain That Wouldn't DieåÊ,,,,,0
847,2994,78,The Oranges,Tiger OrangeåÊ,,,,,0
848,2665,100,Supporting Characters,Supporting CharactersåÊ,,,,,1
849,604,71,Argentina,AbsentiaåÊ,,,,,0
850,1700,82,The Pirates,The DirtiesåÊ,,,,,1
851,8526,100,Gabriela (1984),GabrielaåÊ,,,,,1
852,1407,100,Hayride 2,HayrideåÊ,,,,,1
853,10545,100,Naked,The Naked ApeåÊ,,,,,1
854,1324,100,Counting,CountingåÊ,,,,,1
855,2111,100,The Call,The Call of CthulhuåÊ,,,,,1
856,11655,100,Steel,Bending SteelåÊ,,,,,1
857,1679,100,The Signal (2014),The SignalåÊ,,,,,1
858,8709,100,Revolution,The Image RevolutionåÊ,,,,,1
859,2577,100,This is Martin Bonner,This Is Martin BonneråÊ,,,,,1
860,881,100,True Story,A True StoryåÊ,,,,,1
861,1321,100,Dawn of the Crescent Moon,Dawn of the Crescent MoonåÊ,,,,,1
862,3757,67,Exporting Raymond,Raymond Did ItåÊ,,,,,0
863,10016,100,Run,"Run, Hide, DieåÊ",,,,,1
864,6671,100,Mutual Appreciation,Mutual AppreciationåÊ,,,,,1
865,5538,88,The Cry (La Llorona),Her Cry: La Llorona InvestigationåÊ,,,,,1
866,9210,78,Funny Farm,Funny Ha HaåÊ,,,,,0
867,14166,100,Manito,ManitoåÊ,,,,,1
868,10314,100,Rampage,RampageåÊ,,,,,1
869,10015,100,Dutch,Dutch KillsåÊ,,,,,1
870,1822,63,Yellow Day,Dry SpellåÊ,,,,,0
871,8746,67,The Fly,FlywheelåÊ,,,,,0
872,1079,67,Experimenter,ExeteråÊ,,,,,0
873,6630,90,The Bridge,The RidgesåÊ,,,,,1
874,8857,74,True Stories,Stories of Our LivesåÊ,,,,,0
875,12549,73,Romeo Must Die,All Superheroes Must DieåÊ,,,,,0
876,745,78,Ant-Man,Tin Can ManåÊ,,,,,0
877,597,75,On The Map,On the DownlowåÊ,,,,,0
878,8512,56,A Sunday in the Country,Sanctuary; Quite a ConundrumåÊ,,,,,0
879,1612,100,Bang Bang,BangåÊ,,,,,1
880,5225,100,Mongol,The Mongol KingåÊ,,,,,1
881,9239,60,Stand and Deliver,Signed Sealed DeliveredåÊ,,,,,0
882,12425,100,Following,The FollowingåÊ            ,,,,,1
883,178,61,Maggie's Plan,A Plague So PleasantåÊ,,,,,0
,,,,,,,,,
,,,,,,,,,639
