,MapNumber,Score,matchedTittle,movieTittle,,,,,
820,8015,68,The Night the Lights Went Out in Georgia,When the Lights Went OutåÊ,,,,,0
821,7170,64,House of D,Heroes of DirtåÊ,,,,,0
822,73,62,Almost Christmas,A Charlie Brown ChristmasåÊ,,,,,0
823,4658,67,Armored,ArousedåÊ,,,,,0
824,8159,95,Cat People,Cat PeopleåÊ,,,,,1
825,8739,68,An American Tail,An American in HollywoodåÊ,,,,,0
826,11029,72,The Tie That Binds,The Brain That SingsåÊ,,,,,0
827,9857,74,The Blood of Heroes,The Blood of My BrotheråÊ,,,,,0
828,8293,69,Romantic Comedy,Romantic SchemeråÊ,,,,,0
829,10356,63,Bed and Breakfast,A Dog's BreakfaståÊ,,,,,0
830,10356,63,Bed and Breakfast,A Dog's BreakfaståÊ,,,,,0
831,9780,98,Night of the Living Dead,Night of the Living DeadåÊ,,,,,1
832,6186,55,Live Free or Die,Une Femme MariÌ©eåÊ,,,,,0
833,116,98,The Birth of a Nation,The Birth of a NationåÊ,,,,,1
834,14203,98,The Work and the Story,The Work and the StoryåÊ,,,,,1
835,11180,71,Eraser,EraserheadåÊ,,,,,0
836,8184,86,Penitentiary II,PenitentiaryåÊ,,,,,1
837,12555,82,"Dude, Where's My Car?","Dude, Where's My Dog?!åÊ",,,,,1
838,1839,82,Video Games: The Movie,Indie Game: The MovieåÊ,,,,,1
839,7433,71,Closer,ClosureåÊ,,,,,0
840,1694,76,In Secret,Open SecretåÊ,,,,,0
841,6152,50,Czech Dream,Echo Dr.åÊ,,,,,0
842,9635,84,Night Visitor,The Night VisitoråÊ,,,,,1
843,1853,98,The Past is a Grotesque Animal,The Past is a Grotesque AnimalåÊ,,,,,1
844,7315,94,"Peace, Propaganda and the Promised Land","Peace, Propaganda & the Promised LandåÊ",,,,,1
845,10814,61,Queen Margot,Queen CrabåÊ,,,,,0
846,8443,58,The Evil That Men Do,The Brain That Wouldn't DieåÊ,,,,,0
847,2994,75,The Oranges,Tiger OrangeåÊ,,,,,0
848,2665,98,Supporting Characters,Supporting CharactersåÊ,,,,,1
849,604,67,Argentina,AbsentiaåÊ,,,,,0
850,1700,78,The Pirates,The DirtiesåÊ,,,,,0
851,13050,94,Gabriela,GabrielaåÊ,,,,,1
852,1407,82,Hayride 2,HayrideåÊ,,,,,1
853,10848,72,The New Age,The Naked ApeåÊ,,,,,0
854,1324,94,Counting,CountingåÊ,,,,,1
855,934,63,The Salt of the Earth,The Call of CthulhuåÊ,,,,,0
856,9770,67,Blue Steel,Bending SteelåÊ,,,,,0
857,5355,95,The Signal,The SignalåÊ,,,,,1
858,5941,74,The Singing Revolution,The Image RevolutionåÊ,,,,,0
859,2577,93,This is Martin Bonner,This Is Martin BonneråÊ,,,,,1
860,881,87,True Story,A True StoryåÊ,,,,,1
861,1321,98,Dawn of the Crescent Moon,Dawn of the Crescent MoonåÊ,,,,,1
862,8848,53,'Round Midnight,Raymond Did ItåÊ,,,,,0
863,5261,50,Roman de Gare,"Run, Hide, DieåÊ",,,,,0
864,6671,97,Mutual Appreciation,Mutual AppreciationåÊ,,,,,1
865,4236,59,The City of Your Final Destination,Her Cry: La Llorona InvestigationåÊ,,,,,0
866,9210,64,Funny Farm,Funny Ha HaåÊ,,,,,0
867,14166,92,Manito,ManitoåÊ,,,,,1
868,10314,93,Rampage,RampageåÊ,,,,,1
869,2182,64,Machete Kills,Dutch KillsåÊ,,,,,0
870,11310,57,Mary Reilly,Dry SpellåÊ,,,,,0
871,1153,50,Flowers,FlywheelåÊ,,,,,0
872,1079,63,Experimenter,ExeteråÊ,,,,,0
873,11734,84,The Ride,The RidgesåÊ,,,,,1
874,7271,62,Memories of Murder,Stories of Our LivesåÊ,,,,,0
875,5165,65,Superhero Movie,All Superheroes Must DieåÊ,,,,,0
876,2112,64,Pain and Gain,Tin Can ManåÊ,,,,,0
877,9950,67,Only the Lonely,On the DownlowåÊ,,,,,0
878,8512,54,A Sunday in the Country,Sanctuary; Quite a ConundrumåÊ,,,,,0
879,11524,67,Bean,BangåÊ,,,,,0
880,10630,76,The Lion King,The Mongol KingåÊ,,,,,0
881,9239,68,Stand and Deliver,Signed Sealed DeliveredåÊ,,,,,0
882,12425,51,Following,The FollowingåÊ            ,,,,,0
883,4384,56,Change of Plans,A Plague So PleasantåÊ,,,,,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,242
